Date,Close,High,Low,Open,Volume
14-08-2020,958.4630127,978.0512182,947.3312625,962.4304992,33224635
17-08-2020,948.2835693,954.4728728,938.6481413,954.4728728,30979066
18-08-2020,960.6167603,967.7582955,944.2025451,945.404125,30547672
19-08-2020,966.5113525,976.6909296,961.8863764,970.7963098,34087543
20-08-2020,950.867981,963.0426354,946.764427,961.2742374,22537845
21-08-2020,943.9758911,962.1811737,941.7767425,960.3674398,25280895
24-08-2020,950.2785645,954.246051,938.8294034,948.3061552,32717218
25-08-2020,944.0892334,957.3294607,942.2301637,954.9262409,19388008
26-08-2020,969.1186523,973.9477001,928.1738419,945.404224,59870421
27-08-2020,957.012085,974.8772894,953.6793601,973.9703924,28085062
28-08-2020,959.5285645,967.1235185,955.0395958,961.2742345,27166900
31-08-2020,943.4544678,985.759593,934.2271229,985.759593,62076132
01-09-2020,946.4244385,962.3625086,935.1566206,952.2056589,38616258
02-09-2020,964.9923706,969.4360034,945.4041656,948.5781548,26949439
03-09-2020,957.6921997,969.7761229,953.5659776,964.9017394,18586429
04-09-2020,941.8900757,950.8226775,939.6002554,944.746714,28475945
07-09-2020,944.338562,954.8128218,926.9267782,944.9507159,21926473
08-09-2020,955.4250488,961.7276916,943.3637336,948.578196,27397082
09-09-2020,980.0236816,982.9483239,943.7945187,945.4042413,55310877
10-09-2020,1049.23999,1063.273715,986.3716978,989.8858259,140304404
11-09-2020,1051.847168,1060.054276,1037.042734,1048.33316,59470807
14-09-2020,1044.048218,1070.097863,1034.730141,1054.227796,44063445
15-09-2020,1051.439209,1054.567863,1037.518823,1048.310555,27178393
16-09-2020,1054.023682,1074.337382,1047.675703,1051.960541,33952295
17-09-2020,1042.325195,1058.172594,1039.196422,1051.960503,25828669
18-09-2020,1045.476563,1051.711202,1032.259002,1049.353378,33074915
21-09-2020,1022.872803,1059.215238,1019.018536,1042.891696,33627381
22-09-2020,1002.604553,1032.462948,998.251592,1032.462948,34792254
23-09-2020,1011.514404,1032.349585,999.9519636,1024.754631,42988708
24-09-2020,989.024353,1009.337993,986.6891368,1001.130945,29826318
25-09-2020,998.3196411,1003.35276,982.7216491,992.5610883,28374935
28-09-2020,1004.917114,1014.779282,1000.745556,1009.791498,19666849
29-09-2020,1017.975769,1026.568231,1004.916946,1008.884493,25842539
30-09-2020,1013.124084,1027.928517,1008.884463,1024.754528,24465159
01-10-2020,1008.997925,1026.477654,1003.896802,1026.477654,20783227
05-10-2020,1003.080627,1019.834863,1000.269385,1017.499707,18922799
06-10-2020,1002.24176,1012.920032,998.2968818,1008.997881,18412175
07-10-2020,1023.621094,1046.972774,1006.617392,1013.418849,53170865
08-10-2020,1015.345947,1028.382164,1007.569649,1024.301217,21077808
09-10-2020,1012.716125,1021.580724,1005.302514,1013.418951,18545499
12-10-2020,1014.34845,1022.827573,1009.451458,1013.418945,14226473
13-10-2020,1034.140747,1036.430567,1009.269955,1011.423768,23112012
14-10-2020,1037.224121,1044.705736,1028.60887,1033.324638,26742011
15-10-2020,1000.496033,1038.357523,995.2815706,1038.357523,20036197
16-10-2020,986.5758057,1012.285312,985.1474864,1004.350339,21583600
19-10-2020,986.7570801,1010.562239,977.2123845,993.0371147,31200385
20-10-2020,977.5524902,994.3747896,975.8974318,988.0267509,18482288
21-10-2020,963.3601074,993.921389,951.1854522,983.0390455,34082321
22-10-2020,955.3569946,966.9421636,948.124787,964.6296754,30802210
23-10-2020,958.1229248,968.0757029,950.5733065,954.9262077,23422125
26-10-2020,920.057312,953.0897537,915.2509326,953.0897537,37324416
27-10-2020,922.5059814,934.0004191,909.1297461,922.6873249,36478896
28-10-2020,912.0542603,933.0254473,910.2178586,925.8158484,29924017
29-10-2020,919.0598145,925.9066673,902.7816655,905.5022363,30655304
30-10-2020,931.5744629,936.3808422,916.7472424,922.052376,34021563
02-11-2020,851.2945557,919.1051762,842.9967755,919.1051762,99366895
03-11-2020,839.0291748,865.6002399,832.0917105,856.9850494,88691623
04-11-2020,867.5046387,874.6689021,832.9532051,832.9532051,80180117
05-11-2020,886.4581909,889.156094,876.0292654,886.435523,37205373
06-11-2020,920.0800781,924.9997976,896.9550757,902.3282736,66674086
09-11-2020,929.8515015,938.1492815,923.1860519,935.0206281,35838510
10-11-2020,945.2001343,947.6713579,925.5439247,941.7767378,36934242
11-11-2020,905.5928955,949.9384928,896.9323689,947.2179221,56724780
12-11-2020,897.7938843,910.6940326,890.9924273,898.2473627,40046527
13-11-2020,905.2301025,923.4807196,898.5873814,898.700721,45388670
14-11-2020,907.9054565,913.800077,904.754135,913.6187336,5226220
17-11-2020,903.8018188,945.404177,900.0610116,945.404177,46542562
18-11-2020,901.0585938,909.809852,888.7705995,903.8018325,30402290
19-11-2020,894.6878662,911.6008364,892.4433819,901.0585724,27796343
20-11-2020,861.2927246,899.5169641,859.2522515,895.5267495,57471248
23-11-2020,884.5083618,893.25956,873.4219476,884.6443694,45327567
24-11-2020,890.5617065,895.0733434,876.0292272,890.5390386,30936268
25-11-2020,883.1934204,903.6658556,880.6542529,897.7939034,32637879
26-11-2020,885.369873,890.992418,875.1450197,885.5739443,25838637
27-11-2020,875.0316162,886.9568637,871.2228051,879.8833317,47336811
01-12-2020,886.4127197,891.5591779,875.1449627,879.8152745,19750687
02-12-2020,887.8864136,889.6321436,877.3894854,888.045089,22188887
03-12-2020,890.5617065,898.2927287,888.1131508,894.1665065,27785372
04-12-2020,882.7172852,892.8061307,879.6566356,892.8061307,18464552
07-12-2020,887.9091187,890.9924363,879.9287495,879.9287495,18242188
08-12-2020,904.0285645,913.3239128,884.1909519,889.2467387,43403061
09-12-2020,919.0824585,922.1885039,906.5224493,911.3741648,29175254
10-12-2020,910.036499,919.7852656,907.3159283,916.6566123,16065507
11-12-2020,909.4924316,924.0929139,895.1866324,912.7570925,26944202
14-12-2020,902.9177246,913.6640609,900.6732401,910.4673435,17312747
15-12-2020,895.2319946,902.1921267,889.2239753,902.1921267,18551265
16-12-2020,896.2295532,904.5727289,891.3098339,901.4213476,18561011
17-12-2020,900.3331299,909.1297243,896.5016508,899.8343755,20252358
18-12-2020,903.0310059,909.0843613,890.9924187,897.8392714,18466344
21-12-2020,879.5205688,916.8379694,841.2283276,911.396828,44135540
22-12-2020,878.1602783,888.2264555,856.2821939,883.7374871,28140001
23-12-2020,881.4023438,884.8484079,870.882688,875.1223094,19501410
24-12-2020,904.2099609,906.3183778,882.3318755,882.8306299,20776988
28-12-2020,908.3588867,915.0243363,904.731419,909.9005455,17221499
